"Policy Effective Date","Submission Name","Submission Type","Production Office","Placing Broker","Line of Business","Client Name","Industry","Employees","Annual Revenue Currency","Annual Revenue","Stage","Lost/NTU Reason","Declined Reason","Production Region","Profit Center","100 Percent Policy Booked Premium Currency","100 Percent Policy Booked Premium","Assigned Underwriter","Effective Month","Last Modified Alias"
"4/1/2018","SD-FNL-ATL-18-1432610","New","Nashville","RLA INS INTERMEDIARIES LLC","Private/NFP","Royal Automotive, Inc","Retail","170","USD","62684963.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/28/2018","SD-FNL-ATL-18-1416316","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Diversified Energy, LLC","Retail","90","USD","13593270.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/29/2018","SD-FNL-ATL-18-1444833","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Voorhees College","Education","135","USD","13566923.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","28211.00","William Brockett","Apr","sbatc"
"4/29/2019","SD-FNL-ATL-19-1731908","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Voorhees College","Education","135","USD","13566923.00","Pending","Limits/Deductible","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/29/2018","SD-FNL-ATL-18-1479744","New","Atlanta","BROWN AND RIDING INSURANCE SERVICES INC.","Private/NFP","University Physicians' Association, Inc.","Not For Profit","22","USD","3771846.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/15/2018","SD-FNL-ATL-18-1447616","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Pride Integrated Services, Inc","Other","90","USD","1633229.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/17/2018","SD-FNL-ATL-18-1484900","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","P20, Inc","Construction","3","USD","176902.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/26/2018","SD-FNL-ATL-18-1452435","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Miami Super Bowl Host Committe, Inc.","","0","USD","","Declined","","Incomplete Submission","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/30/2018","SD-FNL-ATL-18-1424180","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","The Teaching Company Holdings, Inc.","Entertainment","1","USD","39401.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1432552","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Regal Machine, Inc.","Machinery","42","USD","8188468.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1434709","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Torian Holdings","Finance","2","USD","0.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/20/2018","SD-FNL-ATL-18-1454800","New","Nashville","CRC Insurance Services Inc","Private/NFP","Greenway Villas HOA","","0","USD","","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/29/2018","SD-FNL-ATL-18-1456449","New","Nashville","CRC Insurance Services Inc","Private/NFP","Sandhurst Manor Condo Association, Inc.","Other","72","USD","2284963.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1437869","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Jim Ellis, Inc.","Retail","2","USD","817763.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/11/2018","SD-FNL-ATL-18-1444838","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Rain Creek Baking Company LLC","Retail","75","USD","0.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/23/2018","SD-FNL-ATL-18-1451544","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Signature Entertainment, LLC","Entertainment","1","USD","31395.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/30/2018","SD-FNL-ATL-18-1461830","New","Atlanta","CRC Insurance Services Inc","Private/NFP","WebLinc Corporation","Technology","14","USD","5390357.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","12813.00","William Brockett","Apr","sbatc"
"4/7/2018","SD-FNL-ATL-18-1441693","New","Atlanta","McGriff, Seibels & Williams, Inc","Private/NFP","HRIP Holdings, LLC","Other","12","USD","2948028.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/3/2018","SD-XFL-ATL-18-1431629","New","Nashville","CRC Insurance Services Inc","Private/NFP","DMS Parent, LLC","Other","10000","USD","378236734.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/26/2018","SD-FNL-ATL-18-1452717","New","Nashville","CRC Insurance Services Inc","Private/NFP","Coil Tubing Partners, LLC","Energy","53","USD","20209824.00","Lost/NTU","Agent Lost Account","","North America","Financial Lines - 20150","USD","16644.00","William Brockett","Apr","sbatc"
"4/20/2019","SD-FNL-ATL-19-1786137","New","Nashville","CRC Insurance Services Inc","Private/NFP","City of San Angelo Development Corporation","Consulting","2","USD","53703.00","Declined","","Reservation Conflict","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/8/2018","SD-FNL-ATL-18-1438941","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","ORION SOUTH INC","Retail","274","USD","66146419.00","Lost/NTU","Client/Agent Request","","North America","Financial Lines - 20150","USD","37643.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1431832","New","Charlotte","Willis of North Carolina, Inc.","Private/NFP","Living Church of God (International), Inc.","Not For Profit","95","USD","19455806.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/30/2017","SD-FNL-ATL-17-1141356","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Southeast Automotive Group, Inc.","Other","200","USD","571701.00","Declined","","Reservation Conflict","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/8/2018","SD-FNL-ATL-18-1461047","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Aldridge Pite, LLP","Other","1200","USD","61754891.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/16/2018","SD-FNL-ATL-18-1445913","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Immersive Artistry, LLC","Entertainment","3","USD","98145.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/16/2018","SD-FNL-ATL-18-1446250","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Klausner Lumber One, LLC.","Retail","150","USD","60000000.00","Lost/NTU","Agent Lost Account","","North America","Financial Lines - 20150","USD","12308.00","William Brockett","Apr","sbatc"
"4/27/2018","SD-XFL-ATL-18-1480036","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Benjamin & Brothers, LLC","Hospitality","11","USD","426878.00","Lost/NTU","Attachment Point","","North America","Financial Lines - 20150","USD","21150.00","William Brockett","Apr","sbatc"
"4/2/2018","SD-FNL-ATL-18-1432575","New","Atlanta","R-T SPECIALTY, LLC","Private/NFP","Block 7B Master Condominium Association Inc","","0","USD","","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/2/2018","SD-FNL-ATL-18-1432597","New","Atlanta","R-T SPECIALTY, LLC","Private/NFP","Renaissance Tower HPR Inc","Not For Profit","5","USD","232591.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1446114","New","Atlanta","Socius Insurance Services, Inc.","Commercial","Puradyn Filter Technologies, Inc.","Manufacturing","21","USD","2250141.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/7/2018","SD-FNL-ATL-18-1438862","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Lumeta Corp","Technology","25","USD","3771078.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1443876","New","Atlanta","CRC Insurance Services Inc","Private/NFP","InvestCloud Inc.","Consulting","90","USD","28573114.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/14/2018","SD-FNL-ATL-18-1447871","New","Atlanta","CRC Insurance Services Inc","Financial Institutions","Royal Palm Capital Partners, Ltd","Banking","6","USD","524073.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/22/2018","SD-FNL-ATL-18-1450628","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Sentrix Pharmacy and Discount LLC","Retail","10","USD","1304681.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/4/2018","SD-FNL-ATL-18-1437868","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Neeshi Inc.","Hospitality","2","USD","0.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/14/2018","SD-FNL-ATL-18-1461048","New","Atlanta","CRC Insurance Services Inc","Financial Institutions","Anthony Investments, LLC","","0","USD","","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/15/2018","SD-FNL-ATL-18-1451684","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Jenkins Auto Group LLC","Retail","3","USD","293528.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/15/2019","SD-XFL-ATL-19-1707147","Renewal","Atlanta","CRC Insurance Services Inc","Financial Institutions","The Horton Group Inc","Insurance","350","USD","194791452.00","Pending","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/15/2018","SD-FNL-ATL-18-1479946","New","Atlanta","PEACHTREE SPECIAL RISK","Private/NFP","Larkin Community Hospital INC","Healthcare","1225","USD","103722397.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/29/2018","SD-FNL-ATL-18-1482513","New","Atlanta","PEACHTREE SPECIAL RISK","Private/NFP","The Chrysalis Center, Inc.","Healthcare","99","USD","9397227.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1446447","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Knickerbocker Club Inc.","Not For Profit","40","USD","8135018.00","Bound","","","North America","Financial Lines - 20150","USD","17364.00","William Brockett","Apr","TMcGrogr"
"4/1/2019","SD-FNL-ATL-19-1780840","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Chesapeake Hospitality LLC","Hospitality","1800","USD","11000000.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/29/2019","SD-FNL-ATL-19-1793747","New","Nashville","Worldwide Facilities, LLC","Private/NFP","The College of Health Care Professions","Healthcare","2","USD","80000.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/30/2019","SD-XFL-ATL-19-1723824","New","Nashville","Worldwide Facilities, LLC","Private/NFP","All American Homecare Agency Inc.","Other","0","USD","0.00","Lost/NTU","Coverage","","North America","Financial Lines - 20150","USD","11639.00","William Brockett","Apr","wbroc"
"4/15/2019","SD-FNL-ATL-19-1782744","New","Charlotte","CRC ProExec","Private/NFP","Granada Lakes  Condominium Assocation, Inc.","Not For Profit","1","USD","46005.00","Lost/NTU","Price","","North America","Financial Lines - 20150","USD","10702.00","William Brockett","Apr","wbroc"
"4/22/2019","SD-FNL-ATL-19-1789222","New","Charlotte","CRC ProExec","Private/NFP","SAFStor, Inc","","0","USD","4500000.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/27/2019","SD-FNL-ATL-19-1780842","New","Charlotte","CRC ProExec","Private/NFP","Northeast Florida Endocrine and Diabetes Association, P.A.","Healthcare","95","USD","20643342.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/8/2019","SD-FNL-ATL-19-1751852","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Tri-State Educational Systems, Inc.","Education","200","USD","11344250.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/30/2019","SD-FNL-ATL-19-1819360","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Ambassador Theatrical Group","Retail","2","USD","79223.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/15/2019","SD-FNL-ATL-19-1723974","New","Atlanta","USI Insurance Services LLC","Private/NFP","Lakeview Center","Healthcare","1900","USD","300014000.00","Declined","","Incomplete Submission","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/13/2019","SD-FNL-ATL-19-1778159","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Hewy Wine Chillers, LLC","Chemicals","31","USD","6714641.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","15242.00","William Brockett","Apr","wbroc"
"4/28/2019","SD-FNL-ATL-19-1820621","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Network of International Christian Schools / Oasis International Schools, Inc.","Education","23","USD","5935235.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/20/2019","SD-FNL-ATL-19-1791865","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Latina Media Ventures LLC","Manufacturing","46","USD","14294476.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Apr","wbroc"
"4/30/2019","SD-FNL-ATL-19-1810360","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Creative State Marketing LLC","Consulting","3","USD","99571.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","15692.00","William Brockett","Apr","wbroc"
"4/30/2019","SD-FNL-ATL-19-1778710","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Dogwood Health Trust","","0","USD","1225051241.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","41729.00","William Brockett","Apr","wbroc"
"4/14/2019","SD-FNL-ATL-19-1779524","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Players Place Association, Inc.","","0","USD","","Lost/NTU","Agent Lost Account","","North America","Financial Lines - 20150","USD","13237.00","William Brockett","Apr","wbroc"
"8/1/2017","SD-FNL-ATL-17-1147968","Renewal","Nashville","CRC Insurance Services Inc","Private/NFP","Burk Royalty Co., LTD","Energy","50","USD","60959729.00","Bound","","","North America","Financial Lines - 20150","USD","60424.00","William Brockett","Aug","asale"
"8/1/2017","SD-FNL-ATL-17-1230961","New","Charlotte","USI Insurance Services LLC","Private/NFP","McNair Law Firm, P.A.","Finance","225","USD","50134963.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","31614.00","William Brockett","Aug","ccire"
"8/2/2017","SD-FNL-ATL-17-1215259","New","Atlanta","USI Insurance Services LLC","Private/NFP","Liaison Technologies, Inc.","Technology","328","USD","127553367.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","51151.00","William Brockett","Aug","ccire"
"8/3/2019","SD-FNL-ATL-19-1834569","Renewal","Atlanta","USI Insurance Services LLC","Private/NFP","Rocky Vista University, LLC","Education","50","USD","12654421.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","iadmi"
"8/12/2018","SD-FNL-ATL-18-1529990","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Ancora Holdings LLC","Finance","3","USD","0.00","Bound","","","North America","Financial Lines - 20150","USD","147433.00","William Brockett","Aug","iadmi"
"8/12/2019","SD-FNL-ATL-19-1841635","Renewal","Nashville","Worldwide Facilities, LLC","Private/NFP","Ancora Holdings LLC","Finance","3","USD","0.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","iadmi"
"8/6/2019","SD-FNL-ATL-19-1837094","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Neumont University","Education","60","USD","7812067.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","iadmi"
"8/1/2017","SD-FNL-ATL-17-1147978","Renewal","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Lincoln Holdings LLC","Entertainment","1668","USD","71345296.00","Bound","","","North America","Financial Lines - 20150","USD","71104.00","William Brockett","Aug","iadmi"
"8/23/2017","SD-FNL-ATL-17-1255135","New","Atlanta","CRC Insurance Services Inc","Private/NFP","James E. Albertelli, P.A.","Other","11","USD","731194.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","nraje"
"8/23/2018","SD-FNL-ATL-18-1589069","New","Atlanta","CRC Insurance Services Inc","Private/NFP","James E. Albertelli, P.A.","Other","11","USD","731194.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","nraje"
"8/1/2018","SD-FNL-ATL-18-1579283","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Danco Investors Group, L.P.","Other","0","USD","0.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/10/2018","SD-FNL-ATL-18-1565485","New","Nashville","Worldwide Facilities, LLC","Private/NFP","SmileMD, Inc.","Healthcare","1","USD","168851.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/14/2018","SD-FNL-ATL-18-1504985","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Dexter Hospitality, Inc","Consulting","0","USD","0.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2019","SD-FNL-ATL-19-1857076","New","Charlotte","CRC ProExec","Private/NFP","AFCO Industries Inc.","Manufacturing","385","USD","93297638.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1539303","New","Atlanta","CRC Insurance Services Inc","Private/NFP","American Association for Justice","Not For Profit","165","USD","24859177.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1557703","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Del Grande Dealer Group","Retail","150","USD","74002517.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/8/2018","SD-FNL-ATL-18-1584775","New","Atlanta","CRC Insurance Services Inc","Private/NFP","WYOMING HOSPITAL ASSOCIATION","Not For Profit","3","USD","2551805.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/15/2018","SD-FNL-ATL-18-1537188","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Kentucky Bar Association","Not For Profit","1","USD","138334.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","40008.00","William Brockett","Aug","sbatc"
"8/16/2018","SD-FNL-ATL-18-1578652","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Laurel Surgery & Endoscopy Center, LLC","Healthcare","33","USD","6179716.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1549503","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Virginia Auto Dealers Association","Not For Profit","25","USD","2162418.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/9/2018","SD-FNL-ATL-18-1564584","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Financial Institutions","CUNY Graduate School of Public Health and Health Policy Foundation, Inc.","Healthcare","2","USD","20000.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/15/2018","SD-FNL-ATL-18-1589989","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Cypress HCM Inc.","Other","8","USD","1444341.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/20/2018","SD-FNL-ATL-18-1574563","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Tibbetts Lumber Co. LLC","Retail","11","USD","659372.00","Declined","","Unable to Match Competitors","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/26/2018","SD-FNL-ATL-18-1578966","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Luff Enterprises LLC","Other","3","USD","49562.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/28/2018","SD-FNL-ATL-18-1577638","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Lotte Hotel Holdings USA Co., Ltd.","Hospitality","1000","USD","54333795.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2019","SD-FNL-ATL-19-1825858","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","The Shrimp Basket","Retail","379","USD","18157889.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/25/2019","SD-FNL-ATL-19-1861404","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Mission Healthcare Services, Inc.","Healthcare","31","USD","3199062.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/30/2019","SD-FNL-ATL-19-1862409","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Adriel School Inc.","Other","136","USD","7245977.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/28/2017","SD-XFL-ATL-17-1242884","New","Atlanta","Aon Risk Services South, Inc.","Private/NFP","Citizens Parking, Inc.","Other","1","USD","0.00","Lost/NTU","Auto Close","","North America","Financial Lines - 20150","USD","14250.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1576237","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Murphy Auto Group, Inc","Other","3","USD","126073.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/15/2018","SD-FNL-ATL-18-1435849","Renewal","Nashville","CRC Insurance Services Inc","Financial Institutions","Canal Insurance Company","Insurance","240","USD","193599997.00","Lost/NTU","Price","","North America","Financial Lines - 20150","USD","103439.00","William Brockett","Aug","sbatc"
"8/15/2018","SD-FNL-ATL-18-1569550","New","Nashville","CRC Insurance Services Inc","Private/NFP","Overland Pacific & Cutler Inc.","Other","110","USD","18264446.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/26/2018","SD-FNL-ATL-18-1579284","New","Charlotte","USI Insurance Services LLC","Private/NFP","McNair Law Firm, P.A.","Finance","225","USD","50134963.00","Declined","","Incomplete Submission","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/29/2018","SD-FNL-ATL-18-1591885","New","Atlanta","Socius Insurance Services, Inc.","Commercial","Cryo-Cell International, Inc.","Healthcare","81","USD","25384279.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/10/2018","SD-FNL-ATL-18-1570679","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Elliott Company","Machinery","1297","USD","461034099.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/31/2018","SD-FNL-ATL-18-1589067","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","SeaBay Media Holdings Inc","Manufacturing","126","USD","14454404.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1522374","New","Atlanta","CRC Insurance Services Inc","Private/NFP","STOCK DEVELOPMENT, LLC","Other","5","USD","3709419.00","Lost/NTU","Coverage","","North America","Financial Lines - 20150","USD","36501.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1555435","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Allergy & Asthma Associates of South Florida, P.","Healthcare","34","USD","3186089.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/23/2019","SD-FNL-ATL-19-1861057","New","Atlanta","CRC Insurance Services Inc","Private/NFP","James E. Albertelli, P.A.","Other","11","USD","731194.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/31/2019","SD-FNL-ATL-19-1838188","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Gardner-Gibson, Inc.","Chemicals","550","USD","266883623.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/11/2017","SD-FNL-ATL-17-1227152","New","Miami","CRC Insurance Services, Inc.","Private/NFP","Roma Restaurant Holdings, Inc.","Retail","3500","USD","137898212.00","Lost/NTU","Auto Close","","North America","Financial Lines - 20150","USD","12000.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1527400","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Advantage Ford of Stuart, Inc.","Retail","85","USD","36604919.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/8/2018","SD-FNL-ATL-18-1485009","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Lakewood Amedex Inc","Consulting","4","USD","505062.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/13/2018","SD-XFL-ATL-18-1554606","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","SATCOM DIRECT, INC.","Telecommunications","200","USD","107937534.00","Lost/NTU","Insured Did Not Purchase/Renew","","North America","Financial Lines - 20150","USD","28592.00","William Brockett","Aug","sbatc"
"8/31/2018","SD-FNL-ATL-18-1529709","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","InCharge Institute of America, Inc.","Other","123","USD","3617702.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
